id,cause_of_death,region_origin,missing,dead,incident_region,date,source,reliability,lat,lon,affected_nationality
18966,Drowning,MENA,0,1.0,Mediterranean,15/01/2016,Hellenic Coast Guard,Verified,37.69206293,26.93803715,UNKNOWN
19363,Drowning,MENA,0,1.0,Mediterranean,19/12/2015,Hellenic Coast Guard,Verified,37.57654792,26.48219566,UNKNOWN
19364,Drowning,MENA,0,2.0,Mediterranean,21/12/2015,Hurriyet Daily News,Partially Verified,38.32572478,26.28922741,UNKNOWN
19365,Drowning,MENA,0,20.0,Mediterranean,23/12/2015,"Euronews, Hurriyet Daily News",Partially Verified,39.08895696,26.78117496,UNKNOWN
19366,Drowning,MENA,0,2.0,Mediterranean,23/12/2015,Hellenic Coast Guard,Verified,37.56625218,26.50576929,UNKNOWN
19367,Drowning,MENA,0,1.0,Mediterranean,23/12/2015,IOM Greece,Verified,37.75613156,26.96045607,Afghanistan
19368,Drowning,MENA,0,1.0,Mediterranean,24/12/2015,Hellenic Coast Guard,Verified,37.79805787,26.69862999,UNKNOWN
19371,Drowning,MENA,0,2.0,Mediterranean,18/12/2015,Hellenic Coast Guard,Verified,37.65914527,26.32626522,UNKNOWN
19763,Drowning,MENA,0,1.0,Mediterranean,20/12/2015,Hellenic Coast Guard,Verified,36.94999794,26.9833295,UNKNOWN
19765,Drowning,MENA,0,11.0,Mediterranean,21/12/2015,Hurriyet Daily News,Partially Verified,37.81040393,27.26102195,Syria
19766,Drowning,UNKNOWN,0,1.0,Mediterranean,22/12/2015,UNHCR,Verified,36.17966066,14.81593832,UNKNOWN
19767,Drowning,MENA,0,1.0,Mediterranean,22/12/2015,Hellenic Coast Guard,Verified,37.58217268,26.50512106,UNKNOWN
19768,UNKNOWN,UNKNOWN,0,2.0,Mediterranean,24/12/2015,Al Jazeera,Partially Verified,35.91652965,-5.37292578,UNKNOWN
19769,Drowning,MENA,0,1.0,Mediterranean,24/12/2015,Hellenic Coast Guard,Verified,37.75787724,27.028391499999998,UNKNOWN
19770,Shot,MENA,0,1.0,North Africa,26/12/2015,Al Jazeera,Partially Verified,31.30944967,34.22275622,Palestine
19771,Drowning,MENA,0,4.0,Mediterranean,27/12/2015,Hellenic Coast Guard,Verified,37.55146446,26.50786749,UNKNOWN
19772,Drowning,MENA,0,2.0,Mediterranean,29/12/2015,"Hellenic Coast Guard, via IOM Athens",Verified,37.70732511,27.00032486,UNKNOWN
19773,Shot,Central America,0,3.0,Central America incl. Mexico,29/12/2015,24News,Partially Verified,20.69291592,-100.2512522,UNKNOWN
19774,Drowning,MENA,0,5.0,Mediterranean,15/12/2015,IOM Greece,Verified,39.19656652,26.57592695,Iraq
19775,Drowning,MENA,0,4.0,Mediterranean,17/12/2015,Hurriyet Daily News,Partially Verified,37.11897934,27.22014104,Syria
19776,Drowning,Middle East/ South Asia,0,18.0,Mediterranean,17/12/2015,"AFP, Reuters",Partially Verified,36.94132275,27.34361626,UNKNOWN
19778,UNKNOWN,MENA,0,1.0,,,Hellenic Coast Guard,,38.32900809,26.14518555,UNKNOWN
20163,Hypothermia,MENA,0,2.0,Mediterranean,19/01/2016,"Xinhua, The Pappas Post",Partially Verified,39.20697537,26.520015899999997,UNKNOWN
20164,UNKNOWN,Central America,0,1.0,Central America incl. Mexico,23/02/2015,Prensa Libre,Partially Verified,14.63332827,-92.13332685,Honduras
20165,Vehicle accident,Sub-Saharan Africa,0,14.0,Sub-Saharan Africa,19/01/2016,"UBAlert, Chronicle.co.zw",Verified,-24.16714086,29.02050585,Zimbabwe
20167,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,14/08/2015,La Jornada,Partially Verified,27.49988702,-99.51238854,UNKNOWN
20169,Vehicle accident,Central America & Mexico,0,20.0,Central America incl. Mexico,18/08/2015,El Popular,Partially Verified,19.04999685,-98.199999,Reported as unspecified nationals of Central America
20171,Train accident,Central America,0,1.0,Central America incl. Mexico,29/10/2015,Canal 6,Partially Verified,17.76151818,-92.59649775,Honduras
20172,UNKNOWN,Central America,0,1.0,Central America incl. Mexico,10/11/2015,RadioGrupo,Partially Verified,26.97450914,-112.782746,Honduras
20173,Plane stowaway,UNKNOWN,0,1.0,Europe,09/01/2016,Daily Mail,Partially Verified,48.72527752,2.359435567,UNKNOWN
20563,Raped and murdered,Caribbean,0,1.0,Caribbean,02/03/2015,El Caribe,Partially Verified,19.61185749,-71.6307297,Haiti
20565,Fell from train,Central America & Mexico,0,1.0,Central America incl. Mexico,23/07/2015,TV Azteca Jalisco,Partially Verified,20.05665652,-104.0980261,UNKNOWN
20566,Murdered,Central America & Mexico,0,1.0,Central America incl. Mexico,03/08/2015,Infonogales,Partially Verified,30.39807984,-111.53429569999999,UNKNOWN
20567,Unspecified deaths on 'La Bestia' train,Central America & Mexico,0,2.0,Central America incl. Mexico,22/09/2015,IOM,Partially Verified,19.04999685,-98.199999,Honduras and Guatemala
20568,Presumed shot,Central America & Mexico,0,1.0,Central America incl. Mexico,23/09/2015,Quadratin,Partially Verified,20.49123178,-99.92931052,Reported as unspecified nationals of Central America
20569,Shot,Central America,0,1.0,Central America incl. Mexico,28/09/2015,"Omar Ojeda, Twitter",Partially Verified,18.80138941,-96.06566740000001,UNKNOWN
20570,UNKNOWN,Central America,0,1.0,U.S./Mexico Border,06/11/2015,Informador.mx,Partially Verified,31.30861904,-110.9421663,Mexican
20571,drowning,MENA,0,1.0,Mediterranean,18/01/2016,Hellenic Coast Guard,Verified,37.57999603,26.49138815,UNKNOWN
20963,"Unknown, plane stowaway",Sub-Saharan Africa,0,1.0,Europe,18/06/2015,The Guardian,Partially Verified,51.47114986,-0.456486554,Mozambican
21363,Drowning,UNKNOWN,8.0,1.0,Mediterranean,17/01/2016,IOM Italy,Partially Verified,37.33332792,11.33332674,UNKNOWN
21364,Attacked by hippopotamus,Sub-Saharan Africa,0,1.0,Sub-Saharan Africa,30/12/2015,The Herald,Partially Verified,-22.21666924,29.999996799999998,Malawian
21763,Drowning,MENA,0,8.0,Mediterranean,20/01/2016,Hellenic Coast Guard via IOM Greece,Verified,37.289218700000006,27.09385399,UNKNOWN
21764,Drowning,MENA,9.0,35.0,Mediterranean,20/01/2016,Hellenic Coast Guard via IOM Greece,Partially Verified,37.06272561,27.10121358,UNKNOWN
21765,Drowning,MENA,11.0,13.0,Mediterranean,20/01/2016,Today's Zaman,Partially Verified,38.72813835,26.67826877,Iraq
21766,Drowning,Central America,0,1.0,U.S./Mexico Border,20/01/2016,Hoy Tamaulipas,Partially Verified,27.49710022,-99.52712664,UNKNOWN
22163,Drowning,MENA,0,6.0,Mediterranean,13/01/2016,Reuters,Partially Verified,38.12890684,26.83284201,UNKNOWN
22563,Drowning,UNKNOWN,0,1.0,Mediterranean,22/01/2016,Hellenic Coast Guard via IOM Athens,Verified,37.78690953,26.90230795,UNKNOWN
22564,Drowning,Horn of Africa,0,1.0,Mediterranean,24/01/2016,IOM Rome,Partially Verified,35.95918964,13.61547562,Somalia
22963,Drowning,UNKNOWN,0,1.0,Mediterranean,23/01/2016,Hellenic Coast Guard via IOM Athens,Verified,39.38160703,26.34129954,UNKNOWN
23363,Vehicle accident,MENA,0,1.0,Europe,22/01/2016,Corriere Adriatico,Partially Verified,43.59815799,13.51007608,Morocco
23763,Violent robbery,South Asia,0,1.0,Europe,24/01/2016,"Greek Reporter, AFP",Partially Verified,41.14342337,22.73175208,Pakistan
24163,Drowning,Horn of Africa,0,1.0,Mediterranean,24/01/2016,IOM Italy,Verified,36.22540144,13.10810718,Somalia
24164,Drowning,South East Asia,12.0,23.0,Southeast Asia,25/01/2016,SBS,Partially Verified,1.5512971430000002,104.2259996,Indonesia
24563,Drowning,MENA,16.0,5.0,Mediterranean,25/01/2016,Hurriyet Daily News,Partially Verified,37.334051099999996,27.27091274,UNKNOWN
24963,Drowning,MENA,0,7.0,Mediterranean,26/01/2016,Hellenic Coast Guard,Partially Verified,36.91930714,27.31136004,UNKNOWN
25363,Drowning,MENA,0,2.0,Mediterranean,23/01/2016,Hellenic Coast Guard,Verified,37.809648200000005,27.04247944,UNKNOWN
25364,Drowning,MENA,0,1.0,Mediterranean,23/01/2016,Hellenic Coast Guard,Verified,38.88332788,24.5333284,UNKNOWN
25763,Drowning,MENA,0,2.0,Mediterranean,24/01/2016,Hellenic Coast Guard,Verified,37.77589777,27.02523527,UNKNOWN
25764,Drowning,MENA,0,1.0,Mediterranean,25/01/2016,Hellenic Coast Guard,Verified,37.72894731,27.03603144,UNKNOWN
25765,Drowning,MENA,13.0,28.0,Mediterranean,27/01/2016,IOM Greece,Verified,37.75287422,27.05109328,Kurdistan
26563,Drowning,Sub-Saharan Africa,64.0,6.0,Mediterranean,29/01/2016,IOM Italy,Verified,37.17592519,11.34431307,Nigeria
26563,Drowning,Sub-Saharan Africa,64.0,6.0,Mediterranean,29/01/2016,IOM Italy,Verified,37.17592519,11.34431307,others
26963,Drowning,MENA,0,39.0,Mediterranean,29/01/2016,AFP and the Guardian,Partially Verified,39.47332942,26.42594059,Afghanistan
26963,Drowning,MENA,0,39.0,Mediterranean,29/01/2016,AFP and the Guardian,Partially Verified,39.47332942,26.42594059,Iraq
26963,Drowning,MENA,0,39.0,Mediterranean,29/01/2016,AFP and the Guardian,Partially Verified,39.47332942,26.42594059,Syria
26964,Drowning,MENA,0,9.0,Mediterranean,01/02/2016,Hurriyet Daily News,Partially Verified,38.14141871,26.80779821,UNKNOWN
26966,Drowning,MENA,0,1.0,Mediterranean,26/12/2015,Hellenic Coast Guard,Partially Verified,37.59305493,26.51885397,Syrian
26967,Meningitis,MENA,0,1.0,Mediterranean,30/12/2015,IOM Greece,Verified,39.11844041,26.55039634,Syrian
26968,Drowning,Central America,0,1.0,U.S./Mexico Border,20/06/2015,Contacto,Partially Verified,29.04967925,-100.6888391,Guatemalan
26969,Hit by vehicle,Middle East,0,1.0,Europe,14/10/2015,Calais Migrant Solidarity,Partially Verified,50.93484786,1.865253639,Syria
26970,Shot,Central America,0,1.0,Central America incl. Mexico,14/11/2015,Noticias Ver,Partially Verified,17.94613954,-94.21032461,UNKNOWN
26975,Mixed,South East Asia,0,243.0,Southeast Asia,30/03/2015,UNHCR,Partially Verified,9.999999423,94.99999584,UNKNOWN
27364,Drowning,MENA,0,3.0,Mediterranean,30/01/2016,Hurriyet Daily News,Partially Verified,37.33662207,27.21538027,Syria
27366,Mixed. Migrants were stranded on boats,South East Asia,0,60.0,Southeast Asia,29/06/2015,UNHCR,Verified,10.01081866,94.99999584,Rohingya
27369,Drowning,MENA,0,1.0,Europe,19/09/2015,Morocco World News,Partially Verified,50.96442165,1.8394149780000002,Morocco
27372,Vehicle accident,South America,0,3.0,Central America incl. Mexico,08/10/2015,La Voz,Partially Verified,19.195437899999998,-96.14135241,Ecuador
27373,Drowning,Horn of Africa,0,1.0,Horn of Africa,16/11/2015,Society for Humanitarian Solidarity,Partially Verified,14.91363479,50.20411905,Ethiopian
27374,Drowning,Central America,0,1.0,U.S./Mexico Border,20/11/2015,Diario 1,Partially Verified,26.04308925,-98.06183277,Salvadoran
27375,UNKNOWN,Central America,0,4.0,,,Noticiero de San Vicente,,23.99999859,-98.7499987,UNKNOWN
27379,Beating/shot by traffickers,South East Asia,0,3.0,Southeast Asia,01/01/2015,Phuket Wan - Tourism News,Partially Verified,8.111573894,98.44891057,Ethnic Rohingya
27767,Mixed,South East Asia,0,10.0,Southeast Asia,14/05/2015,BBC,Partially Verified,9.999999423,94.99999584,Reported as unspecified nationals of Rohingya
27768,Presumed drowning,South East Asia,130.0,,Southeast Asia,30/03/2015,Arakan Project,Verified,19.55460814,92.62516759,Rohingya
28166,Drowning,MENA,13.0,,Mediterranean,20/10/2015,Hellenic Coast Guard,Verified,37.8352354,26.95133505,at least 4 Syrian
28168,Drowning,Central America,0,3.0,U.S./Mexico Border,20/07/2015,Eagle Pass Business Journal,Partially Verified,28.71174818,-100.5084942,Mexican
28170,Drowning,Central America,0,1.0,U.S./Mexico Border,28/10/2015,"Grupo Sieno, Twitter",Partially Verified,29.71320521,-104.5537912,Mexican
28171,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,16/11/2015,La Prensa,Partially Verified,26.07495962,-98.23457888,Honduras
28566,Drowning,MENA,3.0,2.0,Mediterranean,14/12/2015,Hurriyet Daily News,Partially Verified,36.19101781,29.62629614,Syrian
28567,Drowning,Middle East/ South Asia,0,1.0,Mediterranean,18/12/2015,Hellenic Coast Guard via IOM Athens,Verified,38.37641298,26.21354579,UNKNOWN
28568,Drowning,Middle East/ South Asia,1.0,13.0,Mediterranean,21/12/2015,Hellenic Coast Guard via IOM Athens,Verified,37.28476086,27.12585178,UNKNOWN
28569,Vehicle accident,Central America,0,4.0,Central America incl. Mexico,27/11/2015,Noticiero de San Vicente,Partially Verified,24.15045805,-98.62914909,UNKNOWN
28572,Drowning,Central America,0,1.0,U.S./Mexico Border,06/06/2015,La Prensa,Partially Verified,26.14443194,-98.33121826,Mexican
28574,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,11/09/2015,Zocalo Saltillo,Partially Verified,28.70210937,-100.5117172,UNKNOWN
28576,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,21/10/2015,La Prensa,Partially Verified,29.88977145,-102.34159790000001,UNKNOWN
28977,Presumed drowning,Sub-Saharan Africa,19.0,3.0,Sub-Saharan Africa,27/09/2015,AFP,Partially Verified,-12.65491926,44.72022159,Comoran
29777,UNKNOWN,Central America & Mexico,0,3.0,Central America incl. Mexico,01/01/2016,Tiempo,Partially Verified,29.35166167,-107.1855449,Honduras
29778,"Exposure, Hypothermia",MENA,0,1.0,Europe,19/01/2016,UNHCR,Verified,43.14447284,23.00048828,UNKNOWN
29779,Hypothermia,MENA,0,1.0,Middle East ,24/01/2016,Gulf News,Partially Verified,33.97499693,35.66749588,Syria
29780,Hypothermia,MENA,0,3.0,Middle East,24/01/2016,Gulf News,Partially Verified,33.833327000000004,35.83332867,Syria
30177,"Exposure, hypothermia",MENA,0,1.0,Europe,22/01/2016,UNHCR,Verified,42.9035202,22.78076172,UNKNOWN
30178,Hypothermia,South Asia,0,2.0,Europe,06/02/2016,AFP and Sofia News Agency,Verified,41.97913831,27.52491759,Afghanistan
30179,Landmine,South America,0,1.0,South America,06/02/2016,Fox News,Partially Verified,-1.035485418,-74.28613281,Peru
30180,Drowning,MENA,9.0,27.0,Mediterranean,07/02/2016,"The Guardian, BBC",Partially Verified,39.11524487,26.63085859,UNKNOWN
30181,"Hypothermia, Malnutrition",MENA,0,1.0,Middle East ,07/02/2016,Hurriyet Daily News,Partially Verified,36.20654691,36.15721892,Syria
30182,"Exposure, hypothermia",South Asia,0,1.0,Middle East ,27/01/2016,Daily Sabah,Partially Verified,39.908606899999995,41.27693661,Afghanistan
30183,Vehicle accident,South Asia,0,20.0,Middle East ,17/10/2015,Various media,Partially Verified,35.19929345,51.02050602,Afghanistan
30577,Drowning,Sub-Saharan Africa,0,8.0,North Africa,01/02/2016,Canarias7,Partially Verified,25.82230759,-16.7523272,UNKNOWN
30977,Drowning,South Asia,0,1.0,Europe,09/02/2016,Prefecture of Calais,Partially Verified,50.96865793,1.8438072540000001,Afghanistan
31377,Exposure,South Asia,0,1.0,Mediterranean,16/02/2016,Greek Reporter,Partially Verified,38.37795832,26.13782053,Afghanistan
31777,Drowning,Caribbean,1.0,,Caribbean,16/02/2016,"Sun Sentinel, Miami Herald",Partially Verified,23.94478516,-81.90439296,Cuba
32177,Presumed drowning,UNKNOWN,0,2.0,Mediterranean,18/02/2016,Reuters,Partially Verified,36.41606758,12.10869373,UNKNOWN
32577,UNKNOWN,Central America,0,1.0,U.S./Mexico Border,20/02/2016,CBS8,Partially Verified,32.54483189,-117.0705597,UNKNOWN
32977,Asphyxiation,Sub-Saharan Africa,0,5.0,Mediterranean,22/02/2016,IOM Italy,Partially Verified,36.61916099,11.58677696,UNKNOWN
33377,mixed,Central America & Mexico,0,11.0,U.S./Mexico Border,08/02/2016,Webb County Office of the Medical Examiner,Verified,27.6669572,-99.33364641,UNKNOWN
33777,Electrocution on railway,UNKNOWN,0,1.0,Europe,11/02/2016,"Blog de veille sur les droits de l'Homme en Serbie, B92",Partially Verified,46.09999899,19.66666826,UNKNOWN
34178,Drowning,Central America,0,1.0,U.S./Mexico Border,29/02/2016,La Prensa Grafica,Partially Verified,26.07213381,-98.24424932,El Salvador
34577,Drowning,UNKNOWN,0,1.0,U.S./Mexico Border,10/03/2015,@Frankzocalo,Partially Verified,27.1386341,-99.43690316,UNKNOWN
34977,Drowning,Middle East/ South Asia,0,25.0,Mediterranean,05/03/2016,"AP, BBC",Partially Verified,37.33687403,27.18363072,UNKNOWN
35377,Respiratory problem,Middle East/ South Asia,0,1.0,Mediterranean,01/03/2016,IOM Greece,Verified,39.10584994,26.555989899999997,UNKNOWN
35777,Drowning,Sub-Saharan Africa,0,1.0,Mediterranean,01/01/2016,El Mundo,Partially Verified,35.916019899999995,-5.3725500429999995,UNKNOWN
35778,Drowning,MENA,2.0,5.0,Mediterranean,09/03/2016,Hurriyet Daily News,Partially Verified,39.47119891,26.33448846,Afghanistan
35778,Drowning,MENA,2.0,5.0,Mediterranean,09/03/2016,Hurriyet Daily News,Partially Verified,39.47119891,26.33448846,Iran
36178,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,24/02/2016,Via Libre,Partially Verified,26.31514992,-98.74367868,Mexico
36577,Fell from train,MENA,0,1.0,Europe,10/03/2016,Reuters,Partially Verified,48.11159948,11.72773924,Egypt
36578,Drowning,MENA,0,3.0,Europe,13/03/2016,Reuters,Partially Verified,41.14084733,22.52927579,UNKNOWN
36977,Drowning,Sub-Saharan Africa,0,1.0,Mediterranean,11/03/2016,Asociaci�n Pro Derechos Humanos de Andaluc�a (APDHA),Partially Verified,35.27831382,-2.935604826,Maghreb
37377,UNKNOWN,UNKNOWN,0,,,,,,32.19125649,30.97289063,UNKNOWN
37777,Drowning,South Asia,8.0,,Mediterranean,13/03/2016,AFP,Partially Verified,36.88626253,27.38601713,Pakistan
38177,Drowning,Central America,0,1.0,U.S./Mexico Border,13/03/2016,La Voz de la Frontera,Partially Verified,32.7053266,-115.05857649999999,Mexico
38577,Boat fire,Sub-Saharan Africa,0,4.0,Mediterranean,16/03/2016,Xinhua,Partially Verified,33.17343885,12.51778736,UNKNOWN
38579,Drowning,UNKNOWN,0,49.0,Mediterranean,18/03/2016,AFP,Partially Verified,32.94346432,12.73353369,mostly from Sudan
38579,Drowning,UNKNOWN,0,49.0,Mediterranean,18/03/2016,AFP,Partially Verified,32.94346432,12.73353369,Bangladesh
38580,Unknown (bodies recovered on boat),MENA,0,2.0,Mediterranean,19/03/2016,IOM Greece,Partially Verified,36.16203485,29.50249866,UNKNOWN
38581,Unknown (bodies recovered on boat),MENA,0,2.0,Mediterranean,19/03/2016,IOM Greece,Verified,39.35050891,26.35608443,UNKNOWN
38582,UNKNOWN,UNKNOWN,4.0,,Mediterranean,20/03/2016,IOM Italy,Verified,35.40953678,12.59640447,UNKNOWN
38977,Drowning,Sub-Saharan Africa,0,3.0,Mediterranean,03/01/2016,Yabiladi,Partially Verified,35.87004215,-5.34323058,UNKNOWN
38978,Shot,Caribbean,0,1.0,Caribbean,20/01/2016,Avance 24 en Linea,Partially Verified,18.04760089,-68.2062665,Cuba
39377,Unknown (bodies recovered on boat),Caribbean,0,9.0,Caribbean,18/03/2016,The Star,Partially Verified,25.96642069,-84.10941029,Cuba
39378,UNKNOWN,Central America,0,1.0,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,27.22170821,-97.78915846,UNKNOWN
39379,UNKNOWN,Central America,0,1.0,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,27.29864688,-97.81499967,UNKNOWN
39778,Unknown (bodies found decomposed),MENA,0,2.0,Europe,22/03/2016,AFP,Partially Verified,41.98332779,27.53332919,UNKNOWN
40177,Lung infection,Horn of Africa,0,1.0,Mediterranean,20/03/2016,La Nuova,Partially Verified,39.2201937,9.112145016,Somalia
40577,Drowning,UNKNOWN,0,2.0,Mediterranean,18/03/2016,IOM Italy,Verified,35.91243732,14.93337754,UNKNOWN
40977,Drowning,Mixed,86.0,4.0,Mediterranean,29/03/2016,"Reuters, IOM Italy",Verified,32.81628911,12.49428273,UNKNOWN
40978,Hit by Vehicle,South Asia,0,1.0,Europe,30/03/2016,La Informacion,Verified,50.93484784,1.8653396180000001,Syria
41378,Drowning,Sub-Saharan Africa,0,3.0,Sub-Saharan Africa,01/03/2016,L'Info,Verified,-12.61437149,45.00325963,likely Comoros
41379,Train accident,Central America,0,1.0,Central America incl. Mexico,13/03/2016,Desaparecidos y sin reclamar en la frontera,Verified,16.71374566,-92.9880395,Honduras
42177,Fell from train,Central America & Mexico,0,1.0,Central America incl. Mexico,13/12/2015,SDP Noticias,Partially Verified,19.70496773,-98.83454619,UNKNOWN
42178,Hit by vehicle,UNKNOWN,0,1.0,Europe,14/07/2015,Hu Lala,Partially Verified,46.18696639,19.99136222,UNKNOWN
42179,Drowning,Mixed,84.0,,Mediterranean,27/03/2016,IOM,Verified,32.22499886,16.60049571,UNKNOWN
42180,Truck crash (was clinging to bottom of truck),Middle East,0,1.0,Europe,31/03/2016,The Guardian,Partially Verified,51.83332722,-1.24999564,Unknown (Kurdish)
42577,UNKNOWN,Central America,0,4.0,Central America incl. Mexico,30/03/2016,La Pagina,Partially Verified,15.31971986,-91.47082814,El Salvador
43377,Drowning,Central America,0,1.0,U.S./Mexico Border,07/03/2016,Valley Central,Partially Verified,26.07942992,-98.25218739,UNKNOWN
43777,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,25/03/2016,Valley Central,Partially Verified,26.09120359,-98.26637938,UNKNOWN
44177,Drowning,Central America,0,1.0,U.S./Mexico Border,04/04/2016,Expreso.press,Partially Verified,27.47584794,-99.4822801,Guatemala
44577,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.48002159,-99.47940771,Salvadoran
44578,Drowning,UNKNOWN,0,9.0,Mediterranean,30/03/2016,IOM Italy,Partially Verified,31.55453191,30.6550957,Reported as unspecified nationals of Africa
44580,Drowning,Horn of Africa,0,20.0,Horn of Africa,28/02/2016,UNHCR,Verified,12.92413692,43.17494672,UNKNOWN
44581,Drowning,Horn of Africa,0,4.0,Horn of Africa,29/02/2016,UNHCR,Verified,12.69916871,43.361714299999996,UNKNOWN
44582,Hit by vehicle,Central America & Mexico,0,1.0,Central America incl. Mexico,19/04/2015,AM Le�n (Mexico),Partially Verified,20.53857306,-101.45553249999999,UNKNOWN
44583,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.49129071,-99.49022237,Mexican
44584,drowning,Central America,0,1.0,U.S./Mexico Border,28/07/2015,La Jornada,Partially Verified,27.46370142,-99.48592791,Mexican
44585,Drowning,Central America,0,1.0,U.S./Mexico Border,13/08/2015,El Manana,Partially Verified,31.31935949,-110.3098935,Mexican
44586,drowning,Central America,0,2.0,U.S./Mexico Border,27/11/2015,Codigo San Luis,Partially Verified,26.10474817,-98.28880787,Mexican
44587,Mixed,Central America & Mexico,0,145.0,U.S./Mexico Border,30/12/2015,County sheriffs and medical examiners,Verified,31.2504392,-99.25060627,Mixed
44588,Mixed,Central America & Mexico,0,139.0,U.S./Mexico Border,30/12/2015,Pima County Office of the Medical Examiner,Verified,34.50029832,-111.50097620000001,Mixed
44589,Mixed,Central America & Mexico,0,10.0,U.S./Mexico Border,30/12/2015,Imperial County sheriff,Verified,33.03337899,-115.41747820000002,Mixed
44978,drowning,Central America,0,1.0,U.S./Mexico Border,17/10/2015,La Jornada,Partially Verified,27.46910851,-99.48318133,Salvadoran
44979,drowning,South America,0,1.0,U.S./Mexico Border,19/11/2015,@HS_Barboza,Partially Verified,29.33739146,-100.9412275,Ecuadorian
44980,drowning,Central America,0,1.0,U.S./Mexico Border,23/12/2015,Noticias de Honduras,Partially Verified,27.4999466,-99.50051912,Honduras
45377,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,18/02/2016,La Tarde,Partially Verified,26.40391927,-99.01896683,UNKNOWN
45378,Drowning,Central America & Mexico,0,1.0,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,26.17526523,-98.36396153,UNKNOWN
45777,UNKNOWN,Central America,0,1.0,U.S./Mexico Border,26/03/2016,La Tarde,Partially Verified,27.19879237,-98.14177354,UNKNOWN
45778,Hypothermia,Central America & Mexico,0,1.0,U.S./Mexico Border,28/01/2016,Radio Zocalo,Partially Verified,28.72143262,-100.5076988,Mexico
46178,Drowning,UNKNOWN,4.0,5.0,Mediterranean,08/04/2016,"Reuters, Hellenic Coast Guard",Partially Verified,37.81799381,26.77368849,UNKNOWN
46577,Hit by truck,South Asia,0,1.0,Europe,13/10/2015,Daily Mail,Verified,51.299076,0.516879735,Afghan
46578,Drowning,UNKNOWN,0,1.0,U.S./Mexico Border,06/04/2016,MiMorelia,Partially Verified,31.74439719,-106.4883517,UNKNOWN
46977,Hit by train,Central America,0,1.0,Central America incl. Mexico,12/03/2016,Twitter and Chanel 6,Partially Verified,19.413326100000003,-98.14357851,Honduras
47377,Drowning,UNKNOWN,0,3.0,Mediterranean,10/04/2016,EcoDiario.es,Partially Verified,33.27756771,11.35302432,UNKNOWN
47777,Fell from train,Central America,0,1.0,Central America incl. Mexico,10/01/2016,NOAT Agencia de Noticias,Partially Verified,18.12580339,-94.49065826,Honduras
47778,Hit by train,Central America,0,1.0,Central America incl. Mexico,08/04/2016,El Informante de Veracruz,Partially Verified,18.83233028,-97.12931857,Honduras
47779,Drowning,UNKNOWN,0,4.0,Mediterranean,11/04/2016,"IOM Tunisia, Espace Manager",Partially Verified,33.19866135,11.48757928,UNKNOWN
48178,Car accident,Central America,0,1.0,U.S./Mexico Border,08/04/2016,El Bravo,Partially Verified,32.72531833,-114.6243965,Mexico
48577,Shot,Central America,0,1.0,Central America incl. Mexico,08/04/2016,Prensa Libre,Partially Verified,14.78041763,-91.27819372,Guatemala
48978,Hyperthermia,Central America & Mexico,0,1.0,Central America incl. Mexico,08/01/2016,El Heroico,Partially Verified,17.266665600000003,-90.99999891,Honduras
48979,Unknown (found dead near train tracks),Central America,0,1.0,Central America incl. Mexico,18/03/2016,Telediario,Partially Verified,21.06534074,-101.63343809999999,UNKNOWN
49377,Drowning,MENA,0,1.0,Mediterranean,14/04/2016,Daily Star,Partially Verified,38.45484192,27.05853886,Syria
49777,Hit by vehicle,Central America & Mexico,0,1.0,U.S./Mexico Border,18/03/2016,"South Austin Patch, Guanajuato Informa",Partially Verified,30.25210496,-97.7358722,Mexico
50577,"AH1N1 influenza virus, while stuck at border",Caribbean,0,1.0,Central America incl. Mexico,03/01/2016,AFP,Partially Verified,9.370277058,-82.91137395,Cuba
50978,Drowning,Central America & Mexico,0,1.0,Central America incl. Mexico,13/10/2015,102Nueve,Partially Verified,26.10209127,-98.30425898,El Salvador
51377,Hit by train,Central America,0,1.0,Central America incl. Mexico,09/09/2015,LMTenEspa�ol,Partially Verified,27.46166501,-99.69148329,UNKNOWN
51778,Drowning,Mixed,24.0,8.0,Mediterranean,16/04/2016,IOM Rome,Partially Verified,35.57684837,12.81494549,UNKNOWN
51779,Drowning,UNKNOWN,459.0,,Mediterranean,08/04/2016,"IOM Greece, Reuters",Partially Verified,32.63577598,25.59686922,Egypt (est.80)
51779,Drowning,UNKNOWN,459.0,,Mediterranean,08/04/2016,"IOM Greece, Reuters",Partially Verified,32.63577598,25.59686922,Ethiopia (est.150)
51779,Drowning,UNKNOWN,459.0,,Mediterranean,08/04/2016,"IOM Greece, Reuters",Partially Verified,32.63577598,25.59686922,Somalia (est.190)
